Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189383,99.0,-0.19599134,-1.4646464646464648,-1.4646464646464648,1.0
20000,1.4189383,99.0,-0.18831469,-0.765,-0.765,1.0
30000,1.4189788,99.0,-0.15968837,-2.22,-2.22,1.0
40000,1.4189792,99.0,-0.14587687,-1.985,-1.985,1.0
50000,1.4188683,99.0,-0.28027514,-3.25,-3.25,1.0
60000,1.4188682,99.0,-0.26491317,-3.075,-3.075,1.0
70000,1.4188684,99.0,-0.36909112,-2.08,-2.08,1.0
80000,1.419155,99.0,-0.4396886,-1.925,-1.925,1.0
90000,1.4189395,99.0,-0.45228726,-1.93,-1.93,1.0
100000,1.4189394,99.0,-0.45565864,-1.55,-1.55,1.0
110000,1.4189394,99.0,-0.47086567,-1.89,-1.89,1.0
120000,1.4190158,99.0,-0.6349402,-4.45,-4.45,1.0
130000,1.4190159,99.0,-0.6445841,-0.71,-0.71,1.0
140000,1.4206412,99.0,-0.7675021,-2.515,-2.515,1.0
150000,1.4204978,99.0,-0.71287036,-3.75,-3.75,1.0
160000,1.4195843,99.0,-0.76025915,-1.945,-1.945,1.0
170000,1.4195843,99.0,-0.70012116,-0.515,-0.515,1.0
180000,None,99.0,-0.79683876,-5.02,-5.02,1.0
190000,1.4175192,99.0,-0.8707641,-2.335,-2.335,1.0
